...1,Date,Saison,Home,Away,Punkte Heim,Punkte Gast,Home_W,Punktedifferenz,Zuschauer,Budget_Total,Budget_Spieler
279,2001-12-12,2001/02,Teamsystem Bologna,Panathinaikos Athens,77,79,0,-2,NA,NA,NA
280,2001-12-12,2001/02,AEK Athens,ASVEL Lyon-Villeurbanne,87,65,1,22,NA,NA,NA
281,2001-12-12,2001/02,Vitoria,Cibona Zagreb,81,58,1,23,NA,NA,NA
282,2001-12-12,2001/02,Filou Oostende,Partizan,104,94,1,10,NA,NA,NA
283,2001-12-12,2001/02,Pesaro,Ural-Great Perm,103,85,1,18,NA,NA,NA
284,2001-12-12,2001/02,Unicaja Malaga,Benetton Treviso,67,68,0,-1,NA,NA,NA
285,2001-12-12,2001/02,WKS Slask Wroclaw,Spirou Basket,94,95,0,-1,NA,NA,NA
286,2001-12-13,2001/02,Zalgiris Kaunas,Kinder Bologna,91,67,1,24,NA,NA,NA
287,2001-12-19,2001/02,Partizan,AEK Athens,69,74,0,-5,NA,NA,NA
288,2001-12-19,2001/02,Krka Novo Mesto,Real Madrid,79,95,0,-16,NA,NA,NA
289,2001-12-19,2001/02,Ural-Great Perm,Filou Oostende,109,79,1,30,NA,NA,NA
290,2001-12-19,2001/02,Benetton Treviso,Anadolu Efes Istanbul,88,86,1,2,NA,NA,NA
291,2001-12-19,2001/02,Olympiacos Piraeus,ALBA Berlin,91,75,1,16,NA,NA,NA
292,2001-12-19,2001/02,Spirou Basket,Unicaja Malaga,75,77,0,-2,NA,NA,NA
293,2001-12-19,2001/02,Maccabi Tel Aviv,WKS Slask Wroclaw,75,56,1,19,NA,NA,NA
294,2001-12-19,2001/02,KK Union Olimpija Ljubljana,London Towers,73,40,1,33,NA,NA,NA
295,2001-12-19,2001/02,Trabzonspor,Zalgiris Kaunas,79,66,1,13,NA,NA,NA
296,2001-12-19,2001/02,Skyliners Frankfurt,Peristeri,72,55,1,17,NA,NA,NA
297,2001-12-19,2001/02,Pau-Lacq-Orthez,Zadar,101,73,1,28,NA,NA,NA
298,2001-12-19,2001/02,Panathinaikos Athens,CSKA Moscow,83,80,1,3,NA,NA,NA
299,2001-12-19,2001/02,Buducnost VOLI,Teamsystem Bologna,70,86,0,-16,NA,NA,NA
300,2001-12-19,2001/02,ASVEL Lyon-Villeurbanne,Vitoria,73,71,1,2,NA,NA,NA
301,2001-12-19,2001/02,Cibona Zagreb,Pesaro,71,74,0,-3,NA,NA,NA
302,2001-12-20,2001/02,Kinder Bologna,Barcelona,91,81,1,10,NA,NA,NA
303,2002-01-09,2001/02,ALBA Berlin,Anadolu Efes Istanbul,73,74,0,-1,NA,NA,NA
304,2002-01-09,2001/02,Spirou Basket,Benetton Treviso,76,83,0,-7,NA,NA,NA
305,2002-01-09,2001/02,WKS Slask Wroclaw,Olympiacos Piraeus,75,80,0,-5,NA,NA,NA
306,2002-01-09,2001/02,Unicaja Malaga,Maccabi Tel Aviv,79,84,0,-5,NA,NA,NA
307,2002-01-09,2001/02,London Towers,Skyliners Frankfurt,77,94,0,-17,NA,NA,NA
308,2002-01-09,2001/02,Peristeri,Barcelona,72,101,0,-29,NA,NA,NA
309,2002-01-09,2001/02,Zalgiris Kaunas,KK Union Olimpija Ljubljana,70,81,0,-11,NA,NA,NA
310,2002-01-09,2001/02,Teamsystem Bologna,Krka Novo Mesto,73,88,0,-15,NA,NA,NA
311,2002-01-09,2001/02,Real Madrid,Zadar,114,84,1,30,NA,NA,NA
312,2002-01-09,2001/02,Panathinaikos Athens,Pau-Lacq-Orthez,67,63,1,4,NA,NA,NA
313,2002-01-09,2001/02,CSKA Moscow,Buducnost VOLI,88,83,1,5,NA,NA,NA
314,2002-01-09,2001/02,Filou Oostende,Cibona Zagreb,74,84,0,-10,NA,NA,NA
315,2002-01-09,2001/02,Vitoria,AEK Athens,82,62,1,20,NA,NA,NA
316,2002-01-09,2001/02,Ural-Great Perm,Partizan,100,111,0,-11,NA,NA,NA
317,2002-01-09,2001/02,Pesaro,ASVEL Lyon-Villeurbanne,65,99,0,-34,NA,NA,NA
318,2002-01-10,2001/02,Trabzonspor,Kinder Bologna,51,75,0,-24,NA,NA,NA
319,2002-01-16,2001/02,AEK Athens,Pesaro,68,70,0,-2,NA,NA,NA
320,2002-01-16,2001/02,ASVEL Lyon-Villeurbanne,Filou Oostende,89,76,1,13,NA,NA,NA
321,2002-01-16,2001/02,Cibona Zagreb,Ural-Great Perm,102,97,1,5,NA,NA,NA
322,2002-01-16,2001/02,Anadolu Efes Istanbul,WKS Slask Wroclaw,63,51,1,12,NA,NA,NA
323,2002-01-16,2001/02,Benetton Treviso,ALBA Berlin,100,71,1,29,NA,NA,NA
324,2002-01-16,2001/02,Olympiacos Piraeus,Unicaja Malaga,81,80,1,1,NA,NA,NA
325,2002-01-16,2001/02,Maccabi Tel Aviv,Spirou Basket,94,78,1,16,NA,NA,NA
326,2002-01-16,2001/02,KK Union Olimpija Ljubljana,Trabzonspor,78,80,0,-2,NA,NA,NA
327,2002-01-16,2001/02,Skyliners Frankfurt,Zalgiris Kaunas,84,75,1,9,NA,NA,NA
328,2002-01-16,2001/02,Barcelona,London Towers,101,63,1,38,NA,NA,NA
329,2002-01-16,2001/02,Zadar,Teamsystem Bologna,76,82,0,-6,NA,NA,NA
330,2002-01-16,2001/02,Krka Novo Mesto,CSKA Moscow,107,93,1,14,NA,NA,NA
331,2002-01-16,2001/02,Pau-Lacq-Orthez,Real Madrid,78,74,1,4,NA,NA,NA
332,2002-01-16,2001/02,Buducnost VOLI,Panathinaikos Athens,72,84,0,-12,NA,NA,NA
333,2002-01-16,2001/02,Partizan,Vitoria,59,65,0,-6,NA,NA,NA
334,2002-01-17,2001/02,Kinder Bologna,Peristeri,87,72,1,15,NA,NA,NA
335,2002-01-30,2001/02,Unicaja Malaga,Anadolu Efes Istanbul,66,67,0,-1,NA,NA,NA
336,2002-01-30,2001/02,WKS Slask Wroclaw,ALBA Berlin,71,66,1,5,NA,NA,NA
337,2002-01-30,2001/02,Spirou Basket,Olympiacos Piraeus,56,76,0,-20,NA,NA,NA
338,2002-01-30,2001/02,Maccabi Tel Aviv,Benetton Treviso,80,74,1,6,NA,NA,NA
339,2002-01-30,2001/02,London Towers,Peristeri,75,87,0,-12,NA,NA,NA
340,2002-01-30,2001/02,Trabzonspor,Skyliners Frankfurt,78,76,1,2,NA,NA,NA
341,2002-01-30,2001/02,Zalgiris Kaunas,Barcelona,72,92,0,-20,NA,NA,NA
342,2002-01-30,2001/02,Panathinaikos Athens,Krka Novo Mesto,98,92,1,6,NA,NA,NA
343,2002-01-30,2001/02,Buducnost VOLI,Pau-Lacq-Orthez,77,79,0,-2,NA,NA,NA
344,2002-01-30,2001/02,Teamsystem Bologna,Real Madrid,93,77,1,16,NA,NA,NA
345,2002-01-30,2001/02,CSKA Moscow,Zadar,96,92,1,4,NA,NA,NA
346,2002-01-30,2001/02,Filou Oostende,AEK Athens,102,73,1,29,NA,NA,NA
347,2002-01-30,2001/02,Cibona Zagreb,Partizan,85,71,1,14,NA,NA,NA
348,2002-01-30,2001/02,Ural-Great Perm,ASVEL Lyon-Villeurbanne,103,98,1,5,NA,NA,NA
349,2002-01-30,2001/02,Pesaro,Vitoria,75,85,0,-10,NA,NA,NA
350,2002-01-31,2001/02,KK Union Olimpija Ljubljana,Kinder Bologna,85,89,0,-4,NA,NA,NA
351,2002-02-06,2001/02,Pesaro,Partizan,98,86,1,12,NA,NA,NA
352,2002-02-06,2001/02,Anadolu Efes Istanbul,Spirou Basket,78,65,1,13,NA,NA,NA
353,2002-02-06,2001/02,WKS Slask Wroclaw,Benetton Treviso,91,93,0,-2,NA,NA,NA
354,2002-02-06,2001/02,ALBA Berlin,Unicaja Malaga,72,84,0,-12,NA,NA,NA
355,2002-02-06,2001/02,Olympiacos Piraeus,Maccabi Tel Aviv,94,91,1,3,NA,NA,NA
356,2002-02-06,2001/02,Skyliners Frankfurt,KK Union Olimpija Ljubljana,56,79,0,-23,NA,NA,NA
357,2002-02-06,2001/02,Barcelona,Trabzonspor,85,64,1,21,NA,NA,NA
358,2002-02-06,2001/02,Peristeri,Zalgiris Kaunas,62,70,0,-8,NA,NA,NA
359,2002-02-06,2001/02,Real Madrid,CSKA Moscow,82,86,0,-4,NA,NA,NA
360,2002-02-06,2001/02,Krka Novo Mesto,Buducnost VOLI,101,74,1,27,NA,NA,NA
361,2002-02-06,2001/02,Teamsystem Bologna,Pau-Lacq-Orthez,83,75,1,8,NA,NA,NA
362,2002-02-06,2001/02,Zadar,Panathinaikos Athens,81,85,0,-4,NA,NA,NA
363,2002-02-06,2001/02,AEK Athens,Ural-Great Perm,99,85,1,14,NA,NA,NA
364,2002-02-06,2001/02,ASVEL Lyon-Villeurbanne,Cibona Zagreb,99,84,1,15,NA,NA,NA
365,2002-02-06,2001/02,Vitoria,Filou Oostende,114,78,1,36,NA,NA,NA
366,2002-02-07,2001/02,London Towers,Kinder Bologna,57,96,0,-39,NA,NA,NA
367,2002-02-13,2001/02,Unicaja Malaga,WKS Slask Wroclaw,65,66,0,-1,NA,NA,NA
368,2002-02-13,2001/02,Spirou Basket,ALBA Berlin,100,91,1,9,NA,NA,NA
369,2002-02-13,2001/02,Benetton Treviso,Olympiacos Piraeus,89,81,1,8,NA,NA,NA
370,2002-02-13,2001/02,Maccabi Tel Aviv,Anadolu Efes Istanbul,76,78,0,-2,NA,NA,NA
371,2002-02-13,2001/02,KK Union Olimpija Ljubljana,Barcelona,80,74,1,6,NA,NA,NA
372,2002-02-13,2001/02,Trabzonspor,Peristeri,93,79,1,14,NA,NA,NA
373,2002-02-13,2001/02,Zalgiris Kaunas,London Towers,90,72,1,18,NA,NA,NA
374,2002-02-13,2001/02,Buducnost VOLI,Zadar,110,97,1,13,NA,NA,NA
375,2002-02-13,2001/02,CSKA Moscow,Teamsystem Bologna,75,77,0,-2,NA,NA,NA
376,2002-02-13,2001/02,Panathinaikos Athens,Real Madrid,77,88,0,-11,NA,NA,NA
377,2002-02-13,2001/02,Pau-Lacq-Orthez,Krka Novo Mesto,74,84,0,-10,NA,NA,NA
378,2002-02-13,2001/02,Cibona Zagreb,AEK Athens,89,90,0,-1,NA,NA,NA
379,2002-02-13,2001/02,Filou Oostende,Pesaro,88,81,1,7,NA,NA,NA
380,2002-02-13,2001/02,Partizan,ASVEL Lyon-Villeurbanne,82,88,0,-6,NA,NA,NA
381,2002-02-13,2001/02,Ural-Great Perm,Vitoria,94,88,1,6,NA,NA,NA
382,2002-02-14,2001/02,Kinder Bologna,Skyliners Frankfurt,69,62,1,7,NA,NA,NA
383,2002-02-27,2001/02,Benetton Treviso,Pesaro,94,66,1,28,NA,NA,NA
384,2002-02-27,2001/02,Teamsystem Bologna,Barcelona,97,93,1,4,NA,NA,NA
385,2002-02-27,2001/02,Real Madrid,Ural-Great Perm,88,95,0,-7,NA,NA,NA
386,2002-02-27,2001/02,AEK Athens,KK Union Olimpija Ljubljana,97,87,1,10,NA,NA,NA
387,2002-02-27,2001/02,Olympiacos Piraeus,Panathinaikos Athens,92,75,1,17,NA,NA,NA
388,2002-02-27,2001/02,Vitoria,Trabzonspor,101,69,1,32,NA,NA,NA
389,2002-02-27,2001/02,Maccabi Tel Aviv,CSKA Moscow,69,68,1,1,NA,NA,NA
390,2002-02-28,2001/02,Anadolu Efes Istanbul,Kinder Bologna,73,76,0,-3,NA,NA,NA
391,2002-03-06,2001/02,Maccabi Tel Aviv,Vitoria,77,78,0,-1,NA,NA,NA
392,2002-03-06,2001/02,Pesaro,Barcelona,87,88,0,-1,NA,NA,NA
393,2002-03-06,2001/02,Benetton Treviso,Teamsystem Bologna,96,90,1,6,NA,NA,NA
394,2002-03-06,2001/02,Anadolu Efes Istanbul,Real Madrid,63,67,0,-4,NA,NA,NA
395,2002-03-06,2001/02,Olympiacos Piraeus,AEK Athens,75,69,1,6,NA,NA,NA
396,2002-03-06,2001/02,CSKA Moscow,Trabzonspor,86,80,1,6,NA,NA,NA
397,2002-03-07,2001/02,Kinder Bologna,Ural-Great Perm,72,61,1,11,NA,NA,NA
398,2002-03-07,2001/02,Panathinaikos Athens,KK Union Olimpija Ljubljana,85,67,1,18,NA,NA,NA
399,2002-03-20,2001/02,Real Madrid,Kinder Bologna,58,86,0,-28,NA,NA,NA
400,2002-03-20,2001/02,Teamsystem Bologna,Pesaro,73,86,0,-13,NA,NA,NA
401,2002-03-20,2001/02,Barcelona,Benetton Treviso,76,75,1,1,NA,NA,NA
402,2002-03-20,2001/02,Ural-Great Perm,Anadolu Efes Istanbul,85,89,0,-4,NA,NA,NA
403,2002-03-20,2001/02,KK Union Olimpija Ljubljana,Olympiacos Piraeus,66,75,0,-9,NA,NA,NA
404,2002-03-20,2001/02,AEK Athens,Panathinaikos Athens,66,73,0,-7,NA,NA,NA
405,2002-03-20,2001/02,Vitoria,CSKA Moscow,73,87,0,-14,NA,NA,NA
406,2002-03-20,2001/02,Trabzonspor,Maccabi Tel Aviv,78,91,0,-13,NA,NA,NA
407,2002-03-27,2001/02,Ural-Great Perm,Real Madrid,104,113,0,-9,NA,NA,NA
408,2002-03-27,2001/02,Pesaro,Benetton Treviso,101,98,1,3,NA,NA,NA
409,2002-03-27,2001/02,Barcelona,Teamsystem Bologna,77,59,1,18,NA,NA,NA
410,2002-03-27,2001/02,KK Union Olimpija Ljubljana,AEK Athens,69,85,0,-16,NA,NA,NA
411,2002-03-27,2001/02,Trabzonspor,Vitoria,72,89,0,-17,NA,NA,NA
412,2002-03-28,2001/02,Kinder Bologna,Anadolu Efes Istanbul,77,71,1,6,NA,NA,NA
413,2002-03-28,2001/02,CSKA Moscow,Maccabi Tel Aviv,81,77,1,4,NA,NA,NA
414,2002-03-28,2001/02,Panathinaikos Athens,Olympiacos Piraeus,88,78,1,10,NA,NA,NA
415,2002-04-03,2001/02,Kinder Bologna,Real Madrid,71,82,0,-11,NA,NA,NA
416,2002-04-03,2001/02,Pesaro,Teamsystem Bologna,71,90,0,-19,NA,NA,NA
417,2002-04-03,2001/02,Benetton Treviso,Barcelona,89,75,1,14,NA,NA,NA
418,2002-04-03,2001/02,Anadolu Efes Istanbul,Ural-Great Perm,101,84,1,17,NA,NA,NA
419,2002-04-03,2001/02,Olympiacos Piraeus,KK Union Olimpija Ljubljana,85,89,0,-4,NA,NA,NA
420,2002-04-03,2001/02,Panathinaikos Athens,AEK Athens,96,92,1,4,NA,NA,NA
421,2002-04-03,2001/02,CSKA Moscow,Vitoria,73,90,0,-17,NA,NA,NA
422,2002-04-03,2001/02,Maccabi Tel Aviv,Trabzonspor,NA,NA,NA,NA,NA,NA,NA
423,2002-04-17,2001/02,Ural-Great Perm,Kinder Bologna,87,78,1,9,NA,NA,NA
424,2002-04-17,2001/02,Real Madrid,Anadolu Efes Istanbul,92,109,0,-17,NA,NA,NA
425,2002-04-17,2001/02,Barcelona,Pesaro,90,76,1,14,NA,NA,NA
426,2002-04-17,2001/02,Teamsystem Bologna,Benetton Treviso,73,86,0,-13,NA,NA,NA
427,2002-04-17,2001/02,AEK Athens,Olympiacos Piraeus,65,75,0,-10,NA,NA,NA
428,2002-04-17,2001/02,KK Union Olimpija Ljubljana,Panathinaikos Athens,72,79,0,-7,NA,NA,NA
429,2002-04-17,2001/02,Vitoria,Maccabi Tel Aviv,65,94,0,-29,NA,NA,NA
430,2002-04-17,2001/02,Trabzonspor,CSKA Moscow,96,91,1,5,NA,NA,NA
431,2002-05-03,2001/02,Panathinaikos Athens,Maccabi Tel Aviv,83,75,1,8,NA,NA,NA
432,2002-05-03,2001/02,Benetton Treviso,Kinder Bologna,82,90,0,-8,NA,NA,NA
433,2002-05-05,2001/02,Kinder Bologna,Panathinaikos Athens,83,89,0,-6,NA,NA,NA
434,2002-10-09,2002/03,Panathinaikos Athens,Buducnost VOLI,87,71,1,16,NA,NA,NA
435,2002-10-09,2002/03,Partizan,Real Madrid,82,86,0,-4,NA,NA,NA
436,2002-10-10,2002/03,ALBA Berlin,Anadolu Efes Istanbul,63,84,0,-21,NA,NA,NA
437,2002-10-10,2002/03,Benetton Treviso,Pau-Lacq-Orthez,94,73,1,21,NA,NA,NA
438,2002-10-10,2002/03,Cibona Zagreb,AEK Athens,85,71,1,14,NA,NA,NA
439,2002-10-10,2002/03,Ducato Siena,Zalgiris Kaunas,81,74,1,7,NA,NA,NA
440,2002-10-10,2002/03,Unicaja Malaga,KK Union Olimpija Ljubljana,70,77,0,-7,NA,NA,NA
441,2002-10-10,2002/03,Virtus Bologna,ASVEL Lyon-Villeurbanne,84,88,0,-4,NA,NA,NA
442,2002-10-10,2002/03,WKS Slask Wroclaw,Olympiacos Piraeus,72,91,0,-19,NA,NA,NA
443,2002-10-10,2002/03,Trabzonspor,CSKA Moscow,63,66,0,-3,NA,NA,NA
444,2002-10-10,2002/03,Vitoria,Maccabi Tel Aviv,85,79,1,6,NA,NA,NA
445,2002-10-10,2002/03,Barcelona,Teamsystem Bologna,94,75,1,19,NA,NA,NA
446,2002-10-16,2002/03,CSKA Moscow,Partizan,93,57,1,36,NA,NA,NA
447,2002-10-17,2002/03,Teamsystem Bologna,ALBA Berlin,88,78,1,10,NA,NA,NA
448,2002-10-17,2002/03,AEK Athens,Barcelona,57,62,0,-5,NA,NA,NA
449,2002-10-17,2002/03,Pau-Lacq-Orthez,Cibona Zagreb,77,74,1,3,NA,NA,NA
450,2002-10-17,2002/03,Anadolu Efes Istanbul,Benetton Treviso,84,83,1,1,NA,NA,NA
451,2002-10-17,2002/03,KK Union Olimpija Ljubljana,Vitoria,72,76,0,-4,NA,NA,NA
452,2002-10-17,2002/03,Buducnost VOLI,Unicaja Malaga,72,78,0,-6,NA,NA,NA
453,2002-10-17,2002/03,Zalgiris Kaunas,Panathinaikos Athens,79,94,0,-15,NA,NA,NA
454,2002-10-17,2002/03,Maccabi Tel Aviv,Ducato Siena,107,81,1,26,NA,NA,NA
455,2002-10-17,2002/03,Olympiacos Piraeus,Trabzonspor,71,77,0,-6,NA,NA,NA
456,2002-10-17,2002/03,ASVEL Lyon-Villeurbanne,WKS Slask Wroclaw,87,80,1,7,NA,NA,NA
457,2002-10-17,2002/03,Real Madrid,Virtus Bologna,73,81,0,-8,NA,NA,NA
458,2002-10-23,2002/03,ALBA Berlin,Benetton Treviso,75,78,0,-3,NA,NA,NA
459,2002-10-23,2002/03,Barcelona,Pau-Lacq-Orthez,84,62,1,22,NA,NA,NA
460,2002-10-23,2002/03,Teamsystem Bologna,AEK Athens,82,76,1,6,NA,NA,NA
461,2002-10-23,2002/03,Vitoria,Ducato Siena,90,85,1,5,NA,NA,NA
462,2002-10-23,2002/03,Panathinaikos Athens,Maccabi Tel Aviv,64,77,0,-13,NA,NA,NA
463,2002-10-23,2002/03,Unicaja Malaga,Zalgiris Kaunas,77,78,0,-1,NA,NA,NA
464,2002-10-23,2002/03,KK Union Olimpija Ljubljana,Buducnost VOLI,83,71,1,12,NA,NA,NA
465,2002-10-23,2002/03,Partizan,Virtus Bologna,73,86,0,-13,NA,NA,NA
466,2002-10-23,2002/03,Real Madrid,WKS Slask Wroclaw,79,85,0,-6,NA,NA,NA
467,2002-10-23,2002/03,Trabzonspor,ASVEL Lyon-Villeurbanne,65,63,1,2,NA,NA,NA
468,2002-10-23,2002/03,CSKA Moscow,Olympiacos Piraeus,74,67,1,7,NA,NA,NA
469,2002-10-24,2002/03,Cibona Zagreb,Anadolu Efes Istanbul,64,56,1,8,NA,NA,NA
470,2002-10-30,2002/03,AEK Athens,ALBA Berlin,87,88,0,-1,NA,NA,NA
471,2002-10-30,2002/03,Pau-Lacq-Orthez,Teamsystem Bologna,76,71,1,5,NA,NA,NA
472,2002-10-30,2002/03,Anadolu Efes Istanbul,Barcelona,91,92,0,-1,NA,NA,NA
473,2002-10-30,2002/03,Benetton Treviso,Cibona Zagreb,96,82,1,14,NA,NA,NA
474,2002-10-30,2002/03,Zalgiris Kaunas,KK Union Olimpija Ljubljana,73,81,0,-8,NA,NA,NA
475,2002-10-30,2002/03,Ducato Siena,Panathinaikos Athens,77,69,1,8,NA,NA,NA
476,2002-10-30,2002/03,Olympiacos Piraeus,Partizan,78,80,0,-2,NA,NA,NA
477,2002-10-30,2002/03,ASVEL Lyon-Villeurbanne,CSKA Moscow,99,87,1,12,NA,NA,NA
478,2002-10-30,2002/03,Real Madrid,Trabzonspor,81,77,1,4,NA,NA,NA
479,2002-10-30,2002/03,Virtus Bologna,WKS Slask Wroclaw,86,70,1,16,NA,NA,NA
480,2002-10-30,2002/03,Buducnost VOLI,Vitoria,71,81,0,-10,NA,NA,NA
481,2002-10-30,2002/03,Maccabi Tel Aviv,Unicaja Malaga,86,89,0,-3,NA,NA,NA
482,2002-11-07,2002/03,ALBA Berlin,Cibona Zagreb,84,70,1,14,NA,NA,NA
483,2002-11-07,2002/03,Barcelona,Benetton Treviso,86,85,1,1,NA,NA,NA
484,2002-11-07,2002/03,Teamsystem Bologna,Anadolu Efes Istanbul,72,73,0,-1,NA,NA,NA
485,2002-11-07,2002/03,AEK Athens,Pau-Lacq-Orthez,71,83,0,-12,NA,NA,NA
486,2002-11-07,2002/03,Vitoria,Panathinaikos Athens,75,76,0,-1,NA,NA,NA
487,2002-11-07,2002/03,Unicaja Malaga,Ducato Siena,87,74,1,13,NA,NA,NA
488,2002-11-07,2002/03,KK Union Olimpija Ljubljana,Maccabi Tel Aviv,81,76,1,5,NA,NA,NA
489,2002-11-07,2002/03,Buducnost VOLI,Zalgiris Kaunas,106,102,1,4,NA,NA,NA
490,2002-11-07,2002/03,Partizan,WKS Slask Wroclaw,85,86,0,-1,NA,NA,NA
491,2002-11-07,2002/03,Trabzonspor,Virtus Bologna,105,78,1,27,NA,NA,NA
492,2002-11-07,2002/03,Olympiacos Piraeus,ASVEL Lyon-Villeurbanne,83,77,1,6,NA,NA,NA
493,2002-11-07,2002/03,CSKA Moscow,Real Madrid,90,75,1,15,NA,NA,NA
494,2002-11-13,2002/03,ALBA Berlin,Pau-Lacq-Orthez,82,80,1,2,NA,NA,NA
495,2002-11-13,2002/03,Anadolu Efes Istanbul,AEK Athens,74,79,0,-5,NA,NA,NA
496,2002-11-13,2002/03,Benetton Treviso,Teamsystem Bologna,95,80,1,15,NA,NA,NA
497,2002-11-13,2002/03,Cibona Zagreb,Barcelona,94,77,1,17,NA,NA,NA
498,2002-11-13,2002/03,Vitoria,Zalgiris Kaunas,113,88,1,25,NA,NA,NA
499,2002-11-13,2002/03,Maccabi Tel Aviv,Buducnost VOLI,107,86,1,21,NA,NA,NA
500,2002-11-13,2002/03,Ducato Siena,KK Union Olimpija Ljubljana,86,79,1,7,NA,NA,NA
501,2002-11-13,2002/03,Panathinaikos Athens,Unicaja Malaga,77,65,1,12,NA,NA,NA
502,2002-11-13,2002/03,Partizan,ASVEL Lyon-Villeurbanne,79,71,1,8,NA,NA,NA
503,2002-11-13,2002/03,Real Madrid,Olympiacos Piraeus,73,66,1,7,NA,NA,NA
504,2002-11-13,2002/03,Virtus Bologna,CSKA Moscow,83,85,0,-2,NA,NA,NA
505,2002-11-13,2002/03,WKS Slask Wroclaw,Trabzonspor,84,93,0,-9,NA,NA,NA
506,2002-12-04,2002/03,Pau-Lacq-Orthez,Anadolu Efes Istanbul,74,85,0,-11,NA,NA,NA
507,2002-12-05,2002/03,Barcelona,ALBA Berlin,81,74,1,7,NA,NA,NA
508,2002-12-05,2002/03,Teamsystem Bologna,Cibona Zagreb,76,71,1,5,NA,NA,NA
509,2002-12-05,2002/03,Unicaja Malaga,Vitoria,71,54,1,17,NA,NA,NA
510,2002-12-05,2002/03,KK Union Olimpija Ljubljana,Panathinaikos Athens,77,70,1,7,NA,NA,NA
511,2002-12-05,2002/03,Buducnost VOLI,Ducato Siena,91,75,1,16,NA,NA,NA
512,2002-12-05,2002/03,Zalgiris Kaunas,Maccabi Tel Aviv,87,74,1,13,NA,NA,NA
513,2002-12-05,2002/03,Trabzonspor,Partizan,84,74,1,10,NA,NA,NA
514,2002-12-05,2002/03,CSKA Moscow,WKS Slask Wroclaw,73,45,1,28,NA,NA,NA
515,2002-12-05,2002/03,Olympiacos Piraeus,Virtus Bologna,80,66,1,14,NA,NA,NA
516,2002-12-05,2002/03,ASVEL Lyon-Villeurbanne,Real Madrid,64,76,0,-12,NA,NA,NA
517,2002-12-05,2002/03,AEK Athens,Benetton Treviso,90,94,0,-4,NA,NA,NA
518,2002-12-11,2002/03,Anadolu Efes Istanbul,ALBA Berlin,74,62,1,12,NA,NA,NA
519,2002-12-11,2002/03,Pau-Lacq-Orthez,Benetton Treviso,88,93,0,-5,NA,NA,NA
520,2002-12-11,2002/03,AEK Athens,Cibona Zagreb,69,71,0,-2,NA,NA,NA
521,2002-12-11,2002/03,Teamsystem Bologna,Barcelona,82,70,1,12,NA,NA,NA
522,2002-12-11,2002/03,Maccabi Tel Aviv,Vitoria,69,72,0,-3,NA,NA,NA
523,2002-12-11,2002/03,KK Union Olimpija Ljubljana,Unicaja Malaga,83,82,1,1,NA,NA,NA
524,2002-12-11,2002/03,Real Madrid,Partizan,89,78,1,11,NA,NA,NA
525,2002-12-11,2002/03,ASVEL Lyon-Villeurbanne,Virtus Bologna,74,88,0,-14,NA,NA,NA
526,2002-12-11,2002/03,Olympiacos Piraeus,WKS Slask Wroclaw,78,71,1,7,NA,NA,NA
527,2002-12-11,2002/03,CSKA Moscow,Trabzonspor,78,62,1,16,NA,NA,NA
528,2002-12-11,2002/03,Buducnost VOLI,Panathinaikos Athens,84,92,0,-8,NA,NA,NA
529,2002-12-12,2002/03,Zalgiris Kaunas,Ducato Siena,74,100,0,-26,NA,NA,NA
530,2002-12-18,2002/03,ALBA Berlin,Teamsystem Bologna,77,80,0,-3,NA,NA,NA
531,2002-12-18,2002/03,Barcelona,AEK Athens,68,54,1,14,NA,NA,NA
532,2002-12-18,2002/03,Cibona Zagreb,Pau-Lacq-Orthez,66,62,1,4,NA,NA,NA
533,2002-12-18,2002/03,Benetton Treviso,Anadolu Efes Istanbul,87,75,1,12,NA,NA,NA
534,2002-12-18,2002/03,Vitoria,KK Union Olimpija Ljubljana,86,79,1,7,NA,NA,NA
535,2002-12-18,2002/03,Unicaja Malaga,Buducnost VOLI,87,75,1,12,NA,NA,NA
536,2002-12-18,2002/03,Panathinaikos Athens,Zalgiris Kaunas,98,84,1,14,NA,NA,NA
537,2002-12-18,2002/03,Ducato Siena,Maccabi Tel Aviv,63,73,0,-10,NA,NA,NA
538,2002-12-18,2002/03,Partizan,CSKA Moscow,93,81,1,12,NA,NA,NA
539,2002-12-18,2002/03,WKS Slask Wroclaw,ASVEL Lyon-Villeurbanne,75,73,1,2,NA,NA,NA
540,2002-12-18,2002/03,Trabzonspor,Olympiacos Piraeus,65,82,0,-17,NA,NA,NA
541,2002-12-18,2002/03,Virtus Bologna,Real Madrid,91,82,1,9,NA,NA,NA
542,2003-01-09,2002/03,Benetton Treviso,ALBA Berlin,107,81,1,26,NA,NA,NA
543,2003-01-09,2002/03,Anadolu Efes Istanbul,Cibona Zagreb,91,57,1,34,NA,NA,NA
544,2003-01-09,2002/03,Pau-Lacq-Orthez,Barcelona,72,84,0,-12,NA,NA,NA
545,2003-01-09,2002/03,AEK Athens,Teamsystem Bologna,63,72,0,-9,NA,NA,NA
546,2003-01-09,2002/03,Ducato Siena,Vitoria,77,62,1,15,NA,NA,NA
547,2003-01-09,2002/03,Maccabi Tel Aviv,Panathinaikos Athens,79,86,0,-7,NA,NA,NA
548,2003-01-09,2002/03,Zalgiris Kaunas,Unicaja Malaga,87,67,1,20,NA,NA,NA
549,2003-01-09,2002/03,Buducnost VOLI,KK Union Olimpija Ljubljana,81,100,0,-19,NA,NA,NA
